               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 128,            0.015965,           0.0078674,          0.00085931,             0.85669,             0.89525,             0.92768,             0.56256,            0.028052,            0.017882,           0.0066588,           0.0037135,           0.0037135,           0.0037135
                 129,            0.016311,           0.0083468,          0.00078448,             0.85746,             0.89463,             0.91781,             0.54775,            0.027929,            0.018125,           0.0067071,            0.003664,            0.003664,            0.003664
                 130,            0.015582,           0.0082625,          0.00096003,             0.86656,             0.89948,             0.91198,             0.52617,            0.028285,            0.018516,           0.0063679,           0.0036145,           0.0036145,           0.0036145
                 131,            0.014458,           0.0073239,          0.00077521,             0.88542,             0.84877,             0.91634,             0.53608,            0.028459,            0.018559,           0.0066168,            0.003565,            0.003565,            0.003565
                 132,            0.015279,           0.0077803,          0.00088491,             0.77869,             0.86324,             0.90808,             0.52621,            0.028021,            0.018263,           0.0067822,           0.0035155,           0.0035155,           0.0035155
                 133,            0.016811,           0.0087183,          0.00081346,             0.89538,               0.751,             0.88636,             0.53178,            0.028137,            0.018134,            0.006796,            0.003466,            0.003466,            0.003466
                 134,            0.015953,           0.0082084,           0.0011258,             0.78399,             0.84788,             0.89526,             0.51506,            0.028737,            0.018172,           0.0066241,           0.0034165,           0.0034165,           0.0034165
                 135,            0.014823,           0.0083748,          0.00095052,             0.86178,             0.87176,             0.90271,             0.51788,            0.028256,            0.018146,            0.006386,            0.003367,            0.003367,            0.003367
                 136,            0.015243,           0.0077701,           0.0011129,             0.85448,             0.89873,             0.93059,             0.53666,            0.028804,             0.01841,           0.0056538,           0.0033175,           0.0033175,           0.0033175
                 137,             0.01585,             0.00838,          0.00077819,             0.86766,             0.91528,             0.95118,             0.55162,            0.029099,            0.017928,           0.0055238,            0.003268,            0.003268,            0.003268
                 138,            0.014078,           0.0078471,           0.0011112,             0.86836,             0.89382,             0.95096,             0.52364,            0.028784,            0.018136,           0.0057081,           0.0032185,           0.0032185,           0.0032185
